,text,labels
313,He was watchful for any sign of diabetes. //n He was watchful for any sign of caries.,1
314,He was watchful for any sign of diabetes. //n He was watchful for any sign of worsen.,1
315,"If the sky were to fall to the earth, birdcatching would be a simple task. //n If the sky were to fall to the earth, birdcatching and dancing in sky would be a simple task.",1
316,"If the weather is nice tomorrow, we will have a picnic. //n If tomorrow is fine weather, we will have an excellent breakfast.",1
317,"If the weather is nice tomorrow, we will have a picnic. //n If tomorrow's good weather, we will have a rich banquet.",1
318,"If the weather is nice tomorrow, we will have a picnic. //n If the weather is nice tomorrow, we will have a a picnic with barbecue.",1
319,It was a mistake to refuse his assistance. //n It was a blessing to refuse his assistance.,1
320,It was a mistake to refuse his assistance. //n It was a good idea to refuse his assistance.,1
321,He was in Rome and he didn't see the pope. //n He was in church and he didn't see the pope.,1
322,A dolphin is no more a fish than a dog is. //n A commerson's dolphin is no more a fish than a dog is.,1
323,A dolphin is no more a fish than a dog is. //n A heaviside's dolphin is no more a fish than a dog is.,1
324,A dolphin is no more a fish than a dog is. //n A penguin is no more a fish than a dog is.,1
325,I want to go to a country without mondays. //n I want to go to a park to walk.,1
326,She is nothing but a child. //n She is nothing but a girl with pigtails.,1
327,A lie has no legs. //n A petty lie has no legs.,1
328,I think that most young people prefer to listen to rock music. //n I think that most young people prefer to listen to heavy metal music.,1
329,Some people claim to know everything. //n Some people want to know everything.,1
330,Some people claim to know everything. //n Some witnesses claim to know everything.,1
331,Dan doesn't like the color of the walls. //n Dan's wife doesn't like the color of the walls.,1
332,Some teachers have a great effect on their students. //n Some teachers and principals have a great effect on their students.,1
333,A man can not be comfortable without his own approval. //n Individual will not be in comfort without his consent.,1
334,Don't make fun of children. //n Don't make fun of your friend.,1
335,"If I go to the party, I'll take some bottles of wine. //n If I go to the party, i'll take some liquor in a small bottle.",1
336,Capitalism hasn't to be a monster. //n India's capitalism hasn't to be a monster.,1
337,I think that most young people prefer to listen to rock music. //n I think that most men prefer to listen to rock music.,1
338,I think that most young people prefer to listen to rock music. //n I think that most addicts prefer to listen to rock music.,1
339,Tom threw a snowball at Mary. //n Tom threw a huge snowball at Mary.,1
340,Tom threw a huge snowball at Mary. //n Tom threw a snowball at Mary.,0
341,A stranger spoke to me in the bus. //n A stranger that didn't speak English spoke to me in the bus.,1
342,A stranger that didn't speak English spoke to me in the bus. //n A stranger spoke to me in the bus.,0
343,A stranger spoke to me in the bus. //n A smelly stranger spoke to me in the bus.,1
344,A smelly stranger spoke to me in the bus. //n A stranger spoke to me in the bus.,0
345,She plays tennis every day. //n She plays baseball every day.,1
346,She plays tennis every day. //n She plays tennis and cards every day.,1
347,She plays tennis and cards every day. //n She plays tennis every day.,0
348,I bought a VW bus. //n I bought a VW diesel bus.,1
349,I bought a VW diesel bus. //n I bought a VW bus.,0
350,I bought a VW bus. //n I bought a VW Japanese bus.,1
351,I bought a VW Japanese bus. //n I bought a VW bus.,0
352,I bought a VW bus. //n I bought a VW used bus.,1
353,I bought a VW used bus. //n I bought a VW bus.,0
354,A cookie is under the table. //n A leg is under the table.,1
355,A cookie is under the table. //n A shoe is under the table.,1
356,A cookie is under the table. //n A dog is under the table.,1
357,A cookie is under the table. //n A cat is under the table.,1
358,There are few passengers on this train. //n There are few passengers with stomach problems on this train.,1
359,A big spider was spinning a web. //n A big poison spider was spinning a web.,1
360,A big poison spider was spinning a web. //n A big spider was spinning a web.,0
361,A big spider was spinning a web. //n A big wanderer was spinning a web.,1
362,A big spider was spinning a web. //n A big araña peluda was spinning a web.,1
363,She's wearing a nice hat. //n She's wearing a nice a hat which is worn for various reasons.,1
364,She's wearing a nice hat. //n She's wearing a nice big hat.,1
365,She's wearing a nice big hat. //n She's wearing a nice hat.,0
366,She's wearing a nice hat. //n She's wearing a nice summer hat.,1
367,She's wearing a nice summer hat. //n She's wearing a nice hat.,0
